"loc04_id";"loc04_loc03_id";"loc04_nam";"loc04_code";"x";"y"
1304;496;"CORNWALL";"UK621";2519135.37343;5677523.04298
1305;496;"DEVON";"UK622";2597563.22988;5702841.63935
1306;497;"DORSET";"UK631";2703760.14081;5691376.14812
1307;497;"SOMERSET";"UK632";2664639.59219;5730604.14634
1308;498;"HEREFORD AND WORCESTER";"UK711";2714425.94368;5842604.64149
1309;498;"WARWICKSHIRE";"UK712";2780430.29656;5848733.53126
1310;499;"SHROPSHIRE";"UK721";2708266.56799;5898744.95531
1311;499;"STAFFORDSHIRE";"UK722";2757592.99698;5915618.60919
1312;500;"WEST MIDLANDS (COUNTY)";"UK73";2762397.77504;5872811.1205
1313;501;"CHESHIRE";"UK81";2731430.80084;5959483.82931
1314;502;"GREATER MANCHESTER";"UK82";2752632.30713;5991399.17065
1315;503;"LANCASHIRE";"UK83";2737101.83938;6030783.64777
1316;504;"MERSEYSIDE";"UK84";2709357.48531;5990264.56647
1317;505;"CLWYD";"UK911";2677757.15974;5955052.1429
1318;505;"DYFED";"UK912";2586271.05863;5846900.5715
1319;505;"GWYNEDD";"UK913";2625389.2514;5954273.00074
1320;505;"POWYS";"UK914";2655050.64261;5869614.84173
1321;506;"GWENT";"UK921";2676025.70852;5799880.24843
1322;506;"MID GLAMORGAN";"UK922";2641023.75523;5794684.44091
1323;506;"SOUTH GLAMORGAN";"UK923";2645304.36844;5775408.31035
1324;506;"WEST GLAMORGAN";"UK924";2610547.12556;5803700.55113
1325;507;"BORDERS";"UKA11";2758087.58105;6224516.14876
1326;507;"CENTRAL";"UKA12";2680959.16481;6311182.69439
1327;507;"FIFE";"UKA13";2749741.55076;6300300.45157
1328;507;"LOTHIAN";"UKA14";2745765.82977;6263919.1063
1329;507;"TAYSIDE";"UKA15";2731343.87444;6347580.65895
1330;508;"DUMFRIES AND GALLOWAY";"UKA21";2674453.10151;6182644.90179
1331;508;"STRATHCLYDE";"UKA22";2631460.1292;6280939.71404
1332;509;"HIGHLANDS";"UKA31";2698985.05015;6487245.11068
1333;509;"ISLANDS";"UKA32";2566612.89195;6534146.49975
1334;510;"GRAMPIAN";"UKA4";2791136.22788;6415384.64811
1335;511;"NORTHERN IRELAND";"UKB";2490353.84289;6166682.23854
