"s_klassen_id";"s_klasse";"s_code";"s_name";"s_bem"
940;"NatwissDatGuete";"0";"None";"None"
941;"NatwissDatGuete";"0";"None";"None"
942;"NatwissDatGuete";"0";"None";"None"
943;"NatwissDatGuete";"0";"None";"None"
944;"NatwissDatGuete";"0";"None";"None"
945;"NatwissDatGuete";"0";"None";"None"
946;"NatwissDatGuete";"0";"None";"None"
947;"NatwissDatGuete";"0";"None";"None"
948;"NatwissDatGuete";"0";"None";"None"
949;"NatwissDatGuete";"0";"None";"None"
950;"NatwissDatGuete";"0";"None";"None"
