"d_klassen_id";"d_klasse";"d_name";"d_code";"d_text_beschr";"d_text_bem";"d_text_lit";"tg"
18373;"B1239521";"Gefaess>Breitform>gerade>Sonstige>Rundboden>normalmundig>hoher Umbruch";"B1239521";"hoher Umbruch";"B123952";"None";"None"
18374;"B1239522";"Gefaess>Breitform>gerade>Sonstige>Rundboden>normalmundig>mittlerer Umbruch";"B1239522";"mittlerer Umbruch";"B123952";"None";"None"
18375;"B1239523";"Gefaess>Breitform>gerade>Sonstige>Rundboden>normalmundig>niedriger Umbruch";"B1239523";"niedriger Umbruch";"B123952";"None";"None"
18376;"B123953";"Gefaess>Breitform>gerade>Sonstige>Rundboden>weitmundig";"B123953";"weitmundig";"B12395";"None";"None"
18377;"B1239531";"Gefaess>Breitform>gerade>Sonstige>Rundboden>weitmundig>hoher Umbruch";"B1239531";"hoher Umbruch";"B123953";"None";"None"
18378;"B1239532";"Gefaess>Breitform>gerade>Sonstige>Rundboden>weitmundig>mittlerer Umbruch";"B1239532";"mittlerer Umbruch";"B123953";"None";"None"
18379;"B1239533";"Gefaess>Breitform>gerade>Sonstige>Rundboden>weitmundig>niedriger Umbruch";"B1239533";"niedriger Umbruch";"B123953";"None";"None"
18286;"B1238513";"Gefaess>Breitform>gerade>Blech u. Achse>Rundboden>engmundig>niedriger Umbruch";"B1238513";"niedriger Umbruch";"B123851";"None";"None"
18288;"B1238521";"Gefaess>Breitform>gerade>Blech u. Achse>Rundboden>normalmundig>hoher Umbruch";"B1238521";"hoher Umbruch";"B123852";"None";"None"
18289;"B1238522";"Gefaess>Breitform>gerade>Blech u. Achse>Rundboden>normalmundig>mittlerer Umbruch";"B1238522";"mittlerer Umbruch";"B123852";"None";"None"
18290;"B1238523";"Gefaess>Breitform>gerade>Blech u. Achse>Rundboden>normalmundig>niedriger Umbruch";"B1238523";"niedriger Umbruch";"B123852";"None";"None"
18291;"B123853";"Gefaess>Breitform>gerade>Blech u. Achse>Rundboden>weitmundig";"B123853";"weitmundig";"B12385";"None";"None"
18294;"B1238533";"Gefaess>Breitform>gerade>Blech u. Achse>Rundboden>weitmundig>niedriger Umbruch";"B1238533";"niedriger Umbruch";"B123853";"None";"None"
18283;"B123851";"Gefaess>Breitform>gerade>Blech u. Achse>Rundboden>engmundig";"B123851";"engmundig";"B12385";"None";"None"
18284;"B1238511";"Gefaess>Breitform>gerade>Blech u. Achse>Rundboden>engmundig>hoher Umbruch";"B1238511";"hoher Umbruch";"B123851";"None";"None"
18285;"B1238512";"Gefaess>Breitform>gerade>Blech u. Achse>Rundboden>engmundig>mittlerer Umbruch";"B1238512";"mittlerer Umbruch";"B123851";"None";"None"
18208;"B1237531";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>weitmundig>hoher Umbruch";"B1237531";"hoher Umbruch";"B123753";"None";"None"
18209;"B1237532";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>weitmundig>mittlerer Umbruch";"B1237532";"mittlerer Umbruch";"B123753";"None";"None"
18210;"B1237533";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>weitmundig>niedriger Umbruch";"B1237533";"niedriger Umbruch";"B123753";"None";"None"
18199;"B123751";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>engmundig";"B123751";"engmundig";"B12375";"None";"None"
18200;"B1237511";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>engmundig>hoher Umbruch";"B1237511";"hoher Umbruch";"B123751";"None";"None"
18201;"B1237512";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>engmundig>mittlerer Umbruch";"B1237512";"mittlerer Umbruch";"B123751";"None";"None"
18202;"B1237513";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>engmundig>niedriger Umbruch";"B1237513";"niedriger Umbruch";"B123751";"None";"None"
18203;"B123752";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>normalmundig";"B123752";"normalmundig";"B12375";"None";"None"
18204;"B1237521";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>normalmundig>hoher Umbruch";"B1237521";"hoher Umbruch";"B123752";"None";"None"
18205;"B1237522";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>normalmundig>mittlerer Umbruch";"B1237522";"mittlerer Umbruch";"B123752";"None";"None"
18206;"B1237523";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>normalmundig>niedriger Umbruch";"B1237523";"niedriger Umbruch";"B123752";"None";"None"
18207;"B123753";"Gefaess>Breitform>gerade>eingecknickt>Rundboden>weitmundig";"B123753";"weitmundig";"B12375";"None";"None"
18115;"B123651";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>engmundig";"B123651";"engmundig";"B12365";"None";"None"
18116;"B1236511";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>engmundig>hoher Umbruch";"B1236511";"hoher Umbruch";"B123651";"None";"None"
18117;"B1236512";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>engmundig>mittlerer Umbruch";"B1236512";"mittlerer Umbruch";"B123651";"None";"None"
18118;"B1236513";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>engmundig>niedriger Umbruch";"B1236513";"niedriger Umbruch";"B123651";"None";"None"
18119;"B123652";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>normalmundig";"B123652";"normalmundig";"B12365";"None";"None"
18120;"B1236521";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>normalmundig>hoher Umbruch";"B1236521";"hoher Umbruch";"B123652";"None";"None"
18121;"B1236522";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>normalmundig>mittlerer Umbruch";"B1236522";"mittlerer Umbruch";"B123652";"None";"None"
18122;"B1236523";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>normalmundig>niedriger Umbruch";"B1236523";"niedriger Umbruch";"B123652";"None";"None"
18123;"B123653";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>weitmundig";"B123653";"weitmundig";"B12365";"None";"None"
18124;"B1236531";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>weitmundig>hoher Umbruch";"B1236531";"hoher Umbruch";"B123653";"None";"None"
18031;"B123551";"Gefaess>Breitform>gerade>gerade>Rundboden>engmundig";"B123551";"engmundig";"B12355";"None";"None"
18032;"B1235511";"Gefaess>Breitform>gerade>gerade>Rundboden>engmundig>hoher Umbruch";"B1235511";"hoher Umbruch";"B123551";"None";"None"
18033;"B1235512";"Gefaess>Breitform>gerade>gerade>Rundboden>engmundig>mittlerer Umbruch";"B1235512";"mittlerer Umbruch";"B123551";"None";"None"
18034;"B1235513";"Gefaess>Breitform>gerade>gerade>Rundboden>engmundig>niedriger Umbruch";"B1235513";"niedriger Umbruch";"B123551";"None";"None"
18035;"B123552";"Gefaess>Breitform>gerade>gerade>Rundboden>normalmundig";"B123552";"normalmundig";"B12355";"None";"None"
18037;"B1235522";"Gefaess>Breitform>gerade>gerade>Rundboden>normalmundig>mittlerer Umbruch";"B1235522";"mittlerer Umbruch";"B123552";"None";"None"
18038;"B1235523";"Gefaess>Breitform>gerade>gerade>Rundboden>normalmundig>niedriger Umbruch";"B1235523";"niedriger Umbruch";"B123552";"None";"None"
18040;"B1235531";"Gefaess>Breitform>gerade>gerade>Rundboden>weitmundig>hoher Umbruch";"B1235531";"hoher Umbruch";"B123553";"None";"None"
18041;"B1235532";"Gefaess>Breitform>gerade>gerade>Rundboden>weitmundig>mittlerer Umbruch";"B1235532";"mittlerer Umbruch";"B123553";"None";"None"
18042;"B1235533";"Gefaess>Breitform>gerade>gerade>Rundboden>weitmundig>niedriger Umbruch";"B1235533";"niedriger Umbruch";"B123553";"None";"None"
17868;"B1233521";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>normalmundig>hoher Umbruch";"B1233521";"hoher Umbruch";"B123352";"None";"None"
17869;"B1233522";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>normalmundig>mittlerer Umbruch";"B1233522";"mittlerer Umbruch";"B123352";"None";"None"
17870;"B1233523";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>normalmundig>niedriger Umbruch";"B1233523";"niedriger Umbruch";"B123352";"None";"None"
17871;"B123353";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>weitmundig";"B123353";"weitmundig";"B12335";"None";"None"
17872;"B1233531";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>weitmundig>hoher Umbruch";"B1233531";"hoher Umbruch";"B123353";"None";"None"
17873;"B1233532";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>weitmundig>mittlerer Umbruch";"B1233532";"mittlerer Umbruch";"B123353";"None";"None"
17874;"B1233533";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>weitmundig>niedriger Umbruch";"B1233533";"niedriger Umbruch";"B123353";"None";"None"
17863;"B123351";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>engmundig";"B123351";"engmundig";"B12335";"None";"None"
17864;"B1233511";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>engmundig>hoher Umbruch";"B1233511";"hoher Umbruch";"B123351";"None";"None"
17865;"B1233512";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>engmundig>mittlerer Umbruch";"B1233512";"mittlerer Umbruch";"B123351";"None";"None"
17866;"B1233513";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>engmundig>niedriger Umbruch";"B1233513";"niedriger Umbruch";"B123351";"None";"None"
17867;"B123352";"Gefaess>Breitform>gerade>ausgeschwungen>Rundboden>normalmundig";"B123352";"normalmundig";"B12335";"None";"None"
17715;"B1231533";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>weitmundig>niedriger Umbruch";"B1231533";"niedriger Umbruch";"B123153";"None";"None"
17704;"B123151";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>engmundig";"B123151";"engmundig";"B12315";"None";"None"
17705;"B1231511";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>engmundig>hoher Umbruch";"B1231511";"hoher Umbruch";"B123151";"None";"None"
17706;"B1231512";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>engmundig>mittlerer Umbruch";"B1231512";"mittlerer Umbruch";"B123151";"None";"None"
17709;"B1231521";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>normalmundig>hoher Umbruch";"B1231521";"hoher Umbruch";"B123152";"None";"None"
17710;"B1231522";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>normalmundig>mittlerer Umbruch";"B1231522";"mittlerer Umbruch";"B123152";"None";"None"
17711;"B1231523";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>normalmundig>niedriger Umbruch";"B1231523";"niedriger Umbruch";"B123152";"None";"None"
17712;"B123153";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>weitmundig";"B123153";"weitmundig";"B12315";"None";"None"
17713;"B1231531";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>weitmundig>hoher Umbruch";"B1231531";"hoher Umbruch";"B123153";"None";"None"
17714;"B1231532";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>weitmundig>mittlerer Umbruch";"B1231532";"mittlerer Umbruch";"B123153";"None";"None"
17615;"B1228523";"Gefaess>Breitform>abgesetzter Hals>Blech u. Achse>Rundboden>normalmundig>niedriger Umbruch";"B1228523";"niedriger Umbruch";"B122852";"None";"None"
17616;"B122853";"Gefaess>Breitform>abgesetzter Hals>Blech u. Achse>Rundboden>weitmundig";"B122853";"weitmundig";"B12285";"None";"None"
17617;"B1228531";"Gefaess>Breitform>abgesetzter Hals>Blech u. Achse>Rundboden>weitmundig>hoher Umbruch";"B1228531";"hoher Umbruch";"B122853";"None";"None"
17618;"B1228532";"Gefaess>Breitform>abgesetzter Hals>Blech u. Achse>Rundboden>weitmundig>mittlerer Umbruch";"B1228532";"mittlerer Umbruch";"B122853";"None";"None"
17619;"B1228533";"Gefaess>Breitform>abgesetzter Hals>Blech u. Achse>Rundboden>weitmundig>niedriger Umbruch";"B1228533";"niedriger Umbruch";"B122853";"None";"None"
17609;"B1228511";"Gefaess>Breitform>abgesetzter Hals>Blech u. Achse>Rundboden>engmundig>hoher Umbruch";"B1228511";"hoher Umbruch";"B122851";"None";"None"
17610;"B1228512";"Gefaess>Breitform>abgesetzter Hals>Blech u. Achse>Rundboden>engmundig>mittlerer Umbruch";"B1228512";"mittlerer Umbruch";"B122851";"None";"None"
17611;"B1228513";"Gefaess>Breitform>abgesetzter Hals>Blech u. Achse>Rundboden>engmundig>niedriger Umbruch";"B1228513";"niedriger Umbruch";"B122851";"None";"None"
17612;"B122852";"Gefaess>Breitform>abgesetzter Hals>Blech u. Achse>Rundboden>normalmundig";"B122852";"normalmundig";"B12285";"None";"None"
17613;"B1228521";"Gefaess>Breitform>abgesetzter Hals>Blech u. Achse>Rundboden>normalmundig>hoher Umbruch";"B1228521";"hoher Umbruch";"B122852";"None";"None"
17533;"B122751";"Gefaess>Breitform>abgesetzter Hals>eingecknickt>Rundboden>engmundig";"B122751";"engmundig";"B12275";"None";"None"
17534;"B122752";"Gefaess>Breitform>abgesetzter Hals>eingecknickt>Rundboden>normalmundig";"B122752";"normalmundig";"B12275";"None";"None"
17535;"B122753";"Gefaess>Breitform>abgesetzter Hals>eingecknickt>Rundboden>weitmundig";"B122753";"weitmundig";"B12275";"None";"None"
17450;"B1226511";"Gefaess>Breitform>abgesetzter Hals>eingewoelbt>Rundboden>engmundig>hoher Umbruch";"B1226511";"hoher Umbruch";"B122651";"None";"None"
17451;"B1226512";"Gefaess>Breitform>abgesetzter Hals>eingewoelbt>Rundboden>engmundig>mittlerer Umbruch";"B1226512";"mittlerer Umbruch";"B122651";"None";"None"
17452;"B1226513";"Gefaess>Breitform>abgesetzter Hals>eingewoelbt>Rundboden>engmundig>niedriger Umbruch";"B1226513";"niedriger Umbruch";"B122651";"None";"None"
17453;"B122652";"Gefaess>Breitform>abgesetzter Hals>eingewoelbt>Rundboden>normalmundig";"B122652";"normalmundig";"B12265";"None";"None"
17454;"B1226521";"Gefaess>Breitform>abgesetzter Hals>eingewoelbt>Rundboden>normalmundig>hoher Umbruch";"B1226521";"hoher Umbruch";"B122652";"None";"None"
17455;"B1226522";"Gefaess>Breitform>abgesetzter Hals>eingewoelbt>Rundboden>normalmundig>mittlerer Umbruch";"B1226522";"mittlerer Umbruch";"B122652";"None";"None"
17458;"B1226531";"Gefaess>Breitform>abgesetzter Hals>eingewoelbt>Rundboden>weitmundig>hoher Umbruch";"B1226531";"hoher Umbruch";"B122653";"None";"None"
17459;"B1226532";"Gefaess>Breitform>abgesetzter Hals>eingewoelbt>Rundboden>weitmundig>mittlerer Umbruch";"B1226532";"mittlerer Umbruch";"B122653";"None";"None"
17460;"B1226533";"Gefaess>Breitform>abgesetzter Hals>eingewoelbt>Rundboden>weitmundig>niedriger Umbruch";"B1226533";"niedriger Umbruch";"B122653";"None";"None"
17365;"B122551";"Gefaess>Breitform>abgesetzter Hals>gerade>Rundboden>engmundig";"B122551";"engmundig";"B12255";"None";"None"
17366;"B1225511";"Gefaess>Breitform>abgesetzter Hals>gerade>Rundboden>engmundig>hoher Umbruch";"B1225511";"hoher Umbruch";"B122551";"None";"None"
17367;"B1225512";"Gefaess>Breitform>abgesetzter Hals>gerade>Rundboden>engmundig>mittlerer Umbruch";"B1225512";"mittlerer Umbruch";"B122551";"None";"None"
17368;"B1225513";"Gefaess>Breitform>abgesetzter Hals>gerade>Rundboden>engmundig>niedriger Umbruch";"B1225513";"niedriger Umbruch";"B122551";"None";"None"
17370;"B1225521";"Gefaess>Breitform>abgesetzter Hals>gerade>Rundboden>normalmundig>hoher Umbruch";"B1225521";"hoher Umbruch";"B122552";"None";"None"
17371;"B1225522";"Gefaess>Breitform>abgesetzter Hals>gerade>Rundboden>normalmundig>mittlerer Umbruch";"B1225522";"mittlerer Umbruch";"B122552";"None";"None"
17372;"B1225523";"Gefaess>Breitform>abgesetzter Hals>gerade>Rundboden>normalmundig>niedriger Umbruch";"B1225523";"niedriger Umbruch";"B122552";"None";"None"
17374;"B1225531";"Gefaess>Breitform>abgesetzter Hals>gerade>Rundboden>weitmundig>hoher Umbruch";"B1225531";"hoher Umbruch";"B122553";"None";"None"
17375;"B1225532";"Gefaess>Breitform>abgesetzter Hals>gerade>Rundboden>weitmundig>mittlerer Umbruch";"B1225532";"mittlerer Umbruch";"B122553";"None";"None"
17376;"B1225533";"Gefaess>Breitform>abgesetzter Hals>gerade>Rundboden>weitmundig>niedriger Umbruch";"B1225533";"niedriger Umbruch";"B122553";"None";"None"
17201;"B122352";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>normalmundig";"B122352";"normalmundig";"B12235";"None";"None"
17202;"B1223521";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>normalmundig>hoher Umbruch";"B1223521";"hoher Umbruch";"B122352";"None";"None"
17204;"B1223523";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>normalmundig>niedriger Umbruch";"B1223523";"niedriger Umbruch";"B122352";"None";"None"
17205;"B122353";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>weitmundig";"B122353";"weitmundig";"B12235";"None";"None"
17206;"B1223531";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>weitmundig>hoher Umbruch";"B1223531";"hoher Umbruch";"B122353";"None";"None"
17207;"B1223532";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>weitmundig>mittlerer Umbruch";"B1223532";"mittlerer Umbruch";"B122353";"None";"None"
17208;"B1223533";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>weitmundig>niedriger Umbruch";"B1223533";"niedriger Umbruch";"B122353";"None";"None"
17197;"B122351";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>engmundig";"B122351";"engmundig";"B12235";"None";"None"
17198;"B1223511";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>engmundig>hoher Umbruch";"B1223511";"hoher Umbruch";"B122351";"None";"None"
17199;"B1223512";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>engmundig>mittlerer Umbruch";"B1223512";"mittlerer Umbruch";"B122351";"None";"None"
17200;"B1223513";"Gefaess>Breitform>abgesetzter Hals>ausgeschwungen>Rundboden>engmundig>niedriger Umbruch";"B1223513";"niedriger Umbruch";"B122351";"None";"None"
17034;"B1221521";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>normalmundig>hoher Umbruch";"B1221521";"hoher Umbruch";"B122152";"None";"None"
17038;"B1221531";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>weitmundig>hoher Umbruch";"B1221531";"hoher Umbruch";"B122153";"None";"None"
17039;"B1221532";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>weitmundig>mittlerer Umbruch";"B1221532";"mittlerer Umbruch";"B122153";"None";"None"
17040;"B1221533";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>weitmundig>niedriger Umbruch";"B1221533";"niedriger Umbruch";"B122153";"None";"None"
17029;"B122151";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>engmundig";"B122151";"engmundig";"B12215";"None";"None"
17030;"B1221511";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>engmundig>hoher Umbruch";"B1221511";"hoher Umbruch";"B122151";"None";"None"
17031;"B1221512";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>engmundig>mittlerer Umbruch";"B1221512";"mittlerer Umbruch";"B122151";"None";"None"
17032;"B1221513";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>engmundig>niedriger Umbruch";"B1221513";"niedriger Umbruch";"B122151";"None";"None"
17033;"B122152";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>normalmundig";"B122152";"normalmundig";"B12215";"None";"None"
16950;"B1219521";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>normalmundig>hoher Umbruch";"B1219521";"hoher Umbruch";"B121952";"None";"None"
16951;"B1219522";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>normalmundig>mittlerer Umbruch";"B1219522";"mittlerer Umbruch";"B121952";"None";"None"
16952;"B1219523";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>normalmundig>niedriger Umbruch";"B1219523";"niedriger Umbruch";"B121952";"None";"None"
16953;"B121953";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>weitmundig";"B121953";"weitmundig";"B12195";"None";"None"
16954;"B1219531";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>weitmundig>hoher Umbruch";"B1219531";"hoher Umbruch";"B121953";"None";"None"
16955;"B1219532";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>weitmundig>mittlerer Umbruch";"B1219532";"mittlerer Umbruch";"B121953";"None";"None"
16956;"B1219533";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>weitmundig>niedriger Umbruch";"B1219533";"niedriger Umbruch";"B121953";"None";"None"
16945;"B121951";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>engmundig";"B121951";"engmundig";"B12195";"None";"None"
16946;"B1219511";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>engmundig>hoher Umbruch";"B1219511";"hoher Umbruch";"B121951";"None";"None"
16947;"B1219512";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>engmundig>mittlerer Umbruch";"B1219512";"mittlerer Umbruch";"B121951";"None";"None"
16948;"B1219513";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>engmundig>niedriger Umbruch";"B1219513";"niedriger Umbruch";"B121951";"None";"None"
16949;"B121952";"Gefaess>Breitform>rundlich>Sonstige>Rundboden>normalmundig";"B121952";"normalmundig";"B12195";"None";"None"
16867;"B1218522";"Gefaess>Breitform>rundlich>Blech u. Achse>Rundboden>normalmundig>mittlerer Umbruch";"B1218522";"mittlerer Umbruch";"B121852";"None";"None"
16868;"B1218523";"Gefaess>Breitform>rundlich>Blech u. Achse>Rundboden>normalmundig>niedriger Umbruch";"B1218523";"niedriger Umbruch";"B121852";"None";"None"
16869;"B121853";"Gefaess>Breitform>rundlich>Blech u. Achse>Rundboden>weitmundig";"B121853";"weitmundig";"B12185";"None";"None"
16870;"B1218531";"Gefaess>Breitform>rundlich>Blech u. Achse>Rundboden>weitmundig>hoher Umbruch";"B1218531";"hoher Umbruch";"B121853";"None";"None"
16863;"B1218512";"Gefaess>Breitform>rundlich>Blech u. Achse>Rundboden>engmundig>mittlerer Umbruch";"B1218512";"mittlerer Umbruch";"B121851";"None";"None"
16864;"B1218513";"Gefaess>Breitform>rundlich>Blech u. Achse>Rundboden>engmundig>niedriger Umbruch";"B1218513";"niedriger Umbruch";"B121851";"None";"None"
16866;"B1218521";"Gefaess>Breitform>rundlich>Blech u. Achse>Rundboden>normalmundig>hoher Umbruch";"B1218521";"hoher Umbruch";"B121852";"None";"None"
16778;"B1217511";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>engmundig>hoher Umbruch";"B1217511";"hoher Umbruch";"B121751";"None";"None"
16779;"B1217512";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>engmundig>mittlerer Umbruch";"B1217512";"mittlerer Umbruch";"B121751";"None";"None"
16780;"B1217513";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>engmundig>niedriger Umbruch";"B1217513";"niedriger Umbruch";"B121751";"None";"None"
16781;"B121752";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>normalmundig";"B121752";"normalmundig";"B12175";"None";"None"
16782;"B1217521";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>normalmundig>hoher Umbruch";"B1217521";"hoher Umbruch";"B121752";"None";"None"
16783;"B1217522";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>normalmundig>mittlerer Umbruch";"B1217522";"mittlerer Umbruch";"B121752";"None";"None"
16784;"B1217523";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>normalmundig>niedriger Umbruch";"B1217523";"niedriger Umbruch";"B121752";"None";"None"
16785;"B121753";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>weitmundig";"B121753";"weitmundig";"B12175";"None";"None"
16786;"B1217531";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>weitmundig>hoher Umbruch";"B1217531";"hoher Umbruch";"B121753";"None";"None"
16787;"B1217532";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>weitmundig>mittlerer Umbruch";"B1217532";"mittlerer Umbruch";"B121753";"None";"None"
16788;"B1217533";"Gefaess>Breitform>rundlich>eingecknickt>Rundboden>weitmundig>niedriger Umbruch";"B1217533";"niedriger Umbruch";"B121753";"None";"None"
16693;"B121651";"Gefaess>Breitform>rundlich>eingewoelbt>Rundboden>engmundig";"B121651";"engmundig";"B12165";"None";"None"
16694;"B1216511";"Gefaess>Breitform>rundlich>eingewoelbt>Rundboden>engmundig>hoher Umbruch";"B1216511";"hoher Umbruch";"B121651";"None";"None"
16695;"B1216512";"Gefaess>Breitform>rundlich>eingewoelbt>Rundboden>engmundig>mittlerer Umbruch";"B1216512";"mittlerer Umbruch";"B121651";"None";"None"
16696;"B1216513";"Gefaess>Breitform>rundlich>eingewoelbt>Rundboden>engmundig>niedriger Umbruch";"B1216513";"niedriger Umbruch";"B121651";"None";"None"
16697;"B121652";"Gefaess>Breitform>rundlich>eingewoelbt>Rundboden>normalmundig";"B121652";"normalmundig";"B12165";"None";"None"
16698;"B1216521";"Gefaess>Breitform>rundlich>eingewoelbt>Rundboden>normalmundig>hoher Umbruch";"B1216521";"hoher Umbruch";"B121652";"None";"None"
16700;"B1216523";"Gefaess>Breitform>rundlich>eingewoelbt>Rundboden>normalmundig>niedriger Umbruch";"B1216523";"niedriger Umbruch";"B121652";"None";"None"
16702;"B1216531";"Gefaess>Breitform>rundlich>eingewoelbt>Rundboden>weitmundig>hoher Umbruch";"B1216531";"hoher Umbruch";"B121653";"None";"None"
16703;"B1216532";"Gefaess>Breitform>rundlich>eingewoelbt>Rundboden>weitmundig>mittlerer Umbruch";"B1216532";"mittlerer Umbruch";"B121653";"None";"None"
16704;"B1216533";"Gefaess>Breitform>rundlich>eingewoelbt>Rundboden>weitmundig>niedriger Umbruch";"B1216533";"niedriger Umbruch";"B121653";"None";"None"
16612;"B1215513";"Gefaess>Breitform>rundlich>gerade>Rundboden>engmundig>niedriger Umbruch";"B1215513";"niedriger Umbruch";"B121551";"None";"None"
16613;"B121552";"Gefaess>Breitform>rundlich>gerade>Rundboden>normalmundig";"B121552";"normalmundig";"B12155";"None";"None"
16614;"B1215521";"Gefaess>Breitform>rundlich>gerade>Rundboden>normalmundig>hoher Umbruch";"B1215521";"hoher Umbruch";"B121552";"None";"None"
16615;"B1215522";"Gefaess>Breitform>rundlich>gerade>Rundboden>normalmundig>mittlerer Umbruch";"B1215522";"mittlerer Umbruch";"B121552";"None";"None"
16616;"B1215523";"Gefaess>Breitform>rundlich>gerade>Rundboden>normalmundig>niedriger Umbruch";"B1215523";"niedriger Umbruch";"B121552";"None";"None"
16617;"B121553";"Gefaess>Breitform>rundlich>gerade>Rundboden>weitmundig";"B121553";"weitmundig";"B12155";"None";"None"
16618;"B1215531";"Gefaess>Breitform>rundlich>gerade>Rundboden>weitmundig>hoher Umbruch";"B1215531";"hoher Umbruch";"B121553";"None";"None"
16619;"B1215532";"Gefaess>Breitform>rundlich>gerade>Rundboden>weitmundig>mittlerer Umbruch";"B1215532";"mittlerer Umbruch";"B121553";"None";"None"
16620;"B1215533";"Gefaess>Breitform>rundlich>gerade>Rundboden>weitmundig>niedriger Umbruch";"B1215533";"niedriger Umbruch";"B121553";"None";"None"
