"d_klassen_id";"d_klasse";"d_name";"d_code";"d_text_beschr";"d_text_bem";"d_text_lit";"tg"
22451;"E3112";"Kleine Raupenfibel";"E3112";"Definitionsmerkmale: hoher Fuß mitleicht beidseitigen verbreitertem, asymmetrischen Nadelhalter, zierliche Rippen ohne starke Kehlung schließen an den Seiten des Bügels ab (glatte Bügelunterseite). weitere Charakteristika: lang gestreckte Form ";"Verbreitung: einzelnes Exemplar zusammen mit einer Smarjeta-Fibel, ohne Parallelen; Datierung: über Smarjeta-Fibel, Horizont 3 und 4";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 41.";"0"
22454;"E3109";"Bogenfibel mit Winkelbanddekor";"E3109";"Definitionsmerkmale: Winkelbanddekor, eingeritztes Strichmuster. weitere Charakteristika: kein sorgfältig angeordnetes Muster";"Verbreitung: ein Fund in Hallstatt (Unikat), Winkelbänder in Italien und gesamten circumalpinen Hallstattraum bekannt. Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 34.";"0"
22455;"E3108";"Bogenfibel mit Quer- und Längsstrichbügel";"E3108";"Definitionsmerkmale: Quer- und Längsstrichbündel. weitere Charakteristika: Oberseite mit Längsrillen verziert, beidseitig von Strichbündel fixiert";"Verbreitung: nur eine aus Hallstatt, Vergleichsfunde aus Italien; Datierung: Bogenfibeln mit Bügelverzierung setzen mindestens ab Ha D1 ein, evt. Auch früher. (Hald 1996)";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.34
J. Hald, Das Grabhügelfeld im Böblinger Stadtwald „Brand“, Ein Beitrag zur Späthallstatt-Chronologie in Nordwürttemberg (Stuttgart 1996).";"0"
22456;"E3107";"Bogenfibeln langfüßig, mit seitlichen Bügelstrichgruppen";"E3107";"Definitionsmerkmale: langfüßig mit seitlichen Bügelstichgruppen; weitere Charakteristika: ovaler mitgegossener Schlussknopf trägt einen Fortsatz, Fuß bei jedem Stück etwa genauso lang wie der Bügel";"Varianten: zurzeit noch nicht möglich den Typ durch Bügelcharakteristika in Regionalgruppen zu untergliedern; Verbreitung: Italien, nördlichste Ausbreitung der Fibeln liegen im Magdalenenberg, bei der Heuneburg und in Hessen ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 31-33.";"0"
22457;"E3106";"Bogenfibeln zweifach gerippt mit langem Fuß";"E3106";"Definitionsmerkmale: zweifach gerippt, mit langem Fuß. weitere Charakteristika: Bügel an der Oberseite in breite Rippen untergliedert, an den Außenseiten verengen sich diese breiten Rippen zu schmalen Rillen";"Verbreitung: einzelner Fund in Hallstatt, ein weiterer wird im Naturhistorischen Museum Wien aufbewahrt, außerdem Funde in Slowenien; Datierung: Hallstattfibel nicht datierbar, Exemplare aus Slowenien datiert";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 30.";"0"
22458;"E3105";"Bogenfibel mit langrechteckigem, unverziertem Bügel";"E3105";"Definitionsmerkmale: langrechteckiger, unverzierter Bügel; weitere Charakteristika: Kugelabschlussknopf, Bügelquerschnitt ist massiv und länglich";"Verbreitung: nur einen Fund in Hallstatt (nicht datiert), Gegenstück aus Santa Lucia, Vergleichbare Objekte aus Este, Einzelstück aus Isonzo, Datierung: keine engeren Gebrauchszeit, in Este datiert eine Fibel zwischen Horizont 3 und 5 und eine andere in Horizont 7-8";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 28-30.";"0"
22459;"E3104";"Schleifenbogenfibeln";"E3104";"Definitionsmerkmale: Bügel besteht aus Drahtwindungen. weitere Charakteristika: Windungen nach innen ausgerichtet, langgestreckt oder halbrund gewölbt; Nadeln entweder in eine schmal, aber stabile Verbreiterung der Bügels gelegt oder der unverstärkte Bügeldraht der letzten Schleife quer zur Ansicht gebogen ";"Verbreitung: Exemplare aus Hallstatt, zwei Vergleichsfunde aus Italien und Slowenien, Schleifenbogenfibeln kommen auch nördlich der Alpen vor";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 26-28.";"0"
22460;"E3103";"Bogenfibeln mit langrechteckig-gestrecktem Bügel und Mittelgrat";"E3103";"Definitionsmerkmale: langrechteckig-gestreckter Bügel und Mittelgrat. weitere Charakteristika: Mittelgrat leicht erhöht und meist profiliert, auch kreuzschraffierte oder völlig schlichte Stege, Grat wird meist durch quer zum Bügel sitzende seitliche Rillen eingefasst, kurzfüßig";"Verbreitung: siehe Karte; Datierung: Hallstattfibeln nicht datierbar, Datierung über Exemplare aus Italien ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 24-26.";"0"
22461;"E3102";"Dreikopffibeln";"E3102";"Definitionsmerkmale: drei Knöpfe am Bügelscheitel. weitere Charakteristika: halbkreisförmige Bügelführung , rhombischer Bügelquerschnitt, Profilierung über Spirale und Nadelhalter und leicht verbreiterter Scheiteln";"Varianten: E31_2_1; E31_2_2; Verbreitung: siehe Karte bei Varianten; ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 20-24.";"0"
22462;"E310202";"Dreikopffibeln Form B";"E310202";"Definitionsmerkmale: abgeflachte, stumpfe Knöpfe, rhombischer Bügelquerschnitt, gerillte Bügelaußenseite, wenig markant untergliederte Schlussknöpfe. weitere Charakteristika: stumpf Knöpfe z. T. mit Stiel und Einlagenmulden";"Verbreitung: siehe Karte";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 20-24.";"0"
22465;"E3214";"Zweischalennadel";"E3214";"Definitionsmerkmale: selten auftretender Nadeltyp der Späthallstattzeit, dessen Kopf aus zwei halbkugeligen Schalen zusammengefügt ist; weitere Charakteristika: halbkugelig gearbeitete Bleche aus Bronze oder Gold; das Innere der Hohlköpfe war meist mit Holz ausgefüllt. ";"Verbreitung: siehe Karte; Datierung: Hallstatt D1-D3";"Dämmer, H.-W., Zu Späthallstattzeitlichen Zweischalennadeln und zur Datierung des Frauengrabes auf der Heuneburg. In: Fundberichte aus Baden-Württemberg (1/1974) 284-292.";"0"
22466;"E3213";"Kugelkopfnadeln";"E3213";"Definitionsmerkmale: Nadel mit geradem Schaft und Kugelkopfende";"Varianten: E32_13_1: bronzene Kugelkopfnadel; E32_13_2: eiserne Kugelkopfnadel; Verbreitung: Württemberg; andere Gegenden nicht ausgeschlossen; Datierung: Ha D2 – D3";"Hald, J., Das Grabhügelfeld im Böblinger Stadtwald „Brand“. Ein Beitrag zur Späthallstatt-Chronologie in Nordwüttemberg (Stuttgart 1996).";"0"
22467;"E321302";"eiserne Kugelkopfnadel";"E321302";"Definitionsmerkmale: eiserne Kugelkopfnadel mit geradem Schaft. weitere Charakteristika: abgebildetes Exemplar hat einen großen Kugeldurchmesser (1,4cm). ";"Verbreitung: Württemberg; andere Gegenden nicht ausgeschlossen; Datierung: Ha D3";"Hald, J., Das Grabhügelfeld im Böblinger Stadtwald „Brand“. Ein Beitrag zur Späthallstatt-Chronologie in Nordwüttemberg (Stuttgart 1996).";"0"
22468;"E321301";"bronzene Kugelkopfnadel";"E321301";"Definitionsmerkmale: gegossene Kugelkopfnadel aus Bronze mit geradem Schaft";"Verbreitung: Württemberg; andere Gegenden nicht ausgeschlossen; Datierung: Ha D2";"Hald, J., Das Grabhügelfeld im Böblinger Stadtwald „Brand“. Ein Beitrag zur Späthallstatt-Chronologie in Nordwüttemberg (Stuttgart 1996).";"0"
22469;"E3212";"bronzene Nadel mit kegelförmigem Abschluss und gequetscht-kugeligem Kopf";"E3212";"";"Verbreitung: Südostalpenraum (vor allem um Bologna); Datierung: frühe Hallstattzeit ";"C. F. E. Pare, Beiträge zum Übergang von der Bronze- zur Eisenzeit in Mitteleuropa, Grundzüge der Chronologie im westlichen Mitteleuropa (11.-8. Jh. v. Chr.), Teil II. In: Jahrbuch des römisch-germannischen Zentralmuseums Mainz,  46. Jahrgang Teil I (Mainz 2000) 281.";"0"
22470;"E3211";"Nadel mit pilzförmigem Kopf und Linien am Hals";"E3211";"weitere Charakteristika: scheint typisch für die ältere Hallstattzeit in diesem Gebiet zu sein  ";"Verbreitung: inneralpine Hallstattstruktur (dieses Stück aus Bischofshofen); Datierung: ältere Hallstattzeit";"C. F. E. Pare, Beiträge zum Übergang von der Bronze- zur Eisenzeit in Mitteleuropa, Grundzüge der Chronologie im westlichen Mitteleuropa (11.-8. Jh. v. Chr.), Teil II. In: Jahrbuch des römisch-germannischen Zentralmuseums Mainz,  46. Jahrgang Teil I (Mainz 2000) 223.";"0"
22472;"E3209";"Bronzene Pilzkopfnadel mit Durchbohrung unterhalb des Pilzkopfes";"E3209";"";"Verbreitung: Exemplar wurde im Saarland gefunden, keine weiteren Angaben; Datierung: Z2A nach Reinhard, etwa HaD2";"W. Reinhard, Studien zur Hallstatt- und Frühlatènezeit im südöstlichen Saarland. Veröffentlichung des Europäischen Kulturparks Bliesbruck-Reinheim. Blesa 4 (Bliesbruck-Reinheim 2003) 26.";"0"
22473;"E3208";"Bronzene Doppelspiralnadel";"E3208";"";"Verbreitung: Exemplar wurde im Saarland gefunden, keine weiteren Angaben; Datierung: Z2A nach Reinhard, etwa HaD2";"W. Reinhard, Studien zur Hallstatt- und Frühlatènezeit im südöstlichen Saarland. Veröffentlichung des Europäischen Kulturparks Bliesbruck-Reinheim. Blesa 4 (Bliesbruck-Reinheim 2003) 26.";"0"
22474;"E3207";"Kugelkopfnadel mit eisenplattiertem, ellipsenförmigem Kopf";"E3207";"Definitionsmerkmale: Typenblatt ist nicht vorhanden; Zahl und Name sind aus der Übersichtstabelle; keine weiteren Infos";"";"";"0"
22475;"E3206";"Nadeln mit Schaftschleife";"E3206";"Definitionsmerkmale: Nadeln mit Schleife am Schaft";"Varianten: unterschiedliche Anzahl von Schleifen: E32_6_1; E32_6_2; Verbreitung: Westhallstatt, siehe Fundplatztabelle";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 69.";"0"
22476;"E320602";"Nadeln mit Schaftschleife";"E320602";"Definitionsmerkmale: Nadeln mit achtförmiger Schleife. weitere Charakteristika: besitzen oft eine Spiralplatte als Abschluss";"Verbreitung: Westhallstatt, siehe Fundplatztabelle; Datierung: setzt im frühen Ha C1 ein und läuft bis in Ha C2";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 69.";"0"
22481;"E320402";"Schwanenhalsnadeln mit linsenförmigen Kopf";"E320402";"Definitionsmerkmale: Nadeln mit S-förmigen Schwung im Schaft kurz unter dem Kopf, Köpfe der Nadeln sind klein";"Verbreitung: Westhallstatt, siehe Fundplatztabelle; Datierung: erst ab Wechseln vom mittleren zum späten Ha C1 und laufen weit in Ha C2";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 68-69.";"0"
22482;"E320401";"Schwanenhalsnadeln mit linsenförmigen Kopf";"E320401";"Definitionsmerkmale: Nadeln mit S-förmigen Schwung im Schaft kurz unter dem Kopf, mit Schälchen- oder geripptem Kopf";"Verbreitung: Westhallstatt, siehe Fundplatztabelle; Datierung: ab frühem Ha C1";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 68-69.";"0"
22483;"E3203";"Nadeln mit geripptem Kopf";"E3203";"Definitionsmerkmale: vermutlich Abkömmlinge der Vasenkopfnadel, der Kopf ist verschliffen mit weiteren Rippen versehen. ";"Varianten: unterschiedliche Rippenanzahl: E32_3_1; 	E32_3_2; Verbreitung: Westhallstatt, siehe Fundplatztabelle; Datierung: setzen im frühen Ha C1 ein, im mittleren Ha C1 häufigeres Auftreten, kommen aber auch noch im früherem und mittleren Ha C2";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 68.";"0"
22484;"E320302";"Nadeln mit geripptem Kopf";"E320302";"Definitionsmerkmale: vermutlich Abkömmlinge der Vasenkopfnadel, der Kopf ist verschliffen mit fünf und mehr Rippen versehen";"Verbreitung: Westhallstatt, siehe Fundplatztabelle";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 68.";"0"
22485;"E320301";"Nadeln mit geripptem Kopf";"E320301";"Definitionsmerkmale: vermutlich Abkömmlinge der Vasenkopfnadel, Kopf ist verschliffen mit drei bis vier Rippen versehen";"Verbreitung: Westhallstatt, siehe Fundplatztabelle; Datierung: setzen im frühen Ha C1 ein und sind im mittleren Ha C1 besonders häufig, kommen aber im frühen und mittleren Ha C2 immer noch häufig vor";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 68.";"0"
22486;"E3202";"Nadeln mit schälchenförmigem Kopf";"E3202";"Definitionsmerkmale: Nadeln mit schälchenförmigen Kopf und geradem Schaft oder Schwanenhals";"Varianten: E32_2_1; E31_2_2; Verbreitung: Westhallstatt, siehe Fundplatztabelle";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 68.";"0"
22487;"E320202";"Nadeln mit schälchenförmigem Kopf";"E320202";"Definitionsmerkmale: Nadeln mit massiven kleinen Schälchen und kleinem Schaft oder Schwanenhals ";"Verbreitung: Westhallstatt, siehe Fundplatztabelle; Datierung: ab frühem Ha C1, evtl. auch schon in früher Ha C1";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 68.";"0"
22488;"E320201";"Nadeln mit schälchenförmigem Kopf";"E320201";"Definitionsmerkmale: Nadeln mit großem, dünnwandigen Schälchen (Kopf der Nadel) und geradem Schaft oder Schwanenhals";"Verbreitung: siehe Fundplatztabelle, Herkunft vermutlich im Westen Europas, Datierung: setzen im frühen Ha C1 ein, sind im mittleren Ha C1 besonders häufig und vereinzelt im spätem Ha C1";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 68.";"0"
22490;"E320103";"Vasenkopfnadeln";"E320103";"Definitionsmerkmale: Nadel mit Vasenkopf und Kopfscheibe";"Verbreitung: Westhallstatt, siehe Fundplatztabelle; Datierung: beginn mittleres Ha C1";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 65-68.";"0"
22491;"E320102";"Vasenkopfnadeln";"E320102";"Definitionsmerkmale: Nadeln mit Vasenkopf, Vereinfachung der Vasenkopfform: Nadeln mit zwei Rippen am Kopf, keine Verzierungen mehr";"Verbreitung: Westhallstatt, siehe Fundplatztabelle; Datierung: beginnt im frühen Ha C1 und läuft zum mittleren Ha C1 aus";"Trachsel, M. Untersuchungen zur relativen und absoluten Chronologie der Hallstattzeit (Bonn 2004) 65-68.";"0"
22495;"E330105";"durchbrochene Frühlatène – Gürtelhaken";"E330105";"Definitionsmerkmale: Eiserne durchbrochen gearbeitete Gürtelhaken, von rundlicher bis tropfenförmiger Form. Besitzen eine zungenähnliche Befestigungslasche mit erhaltenem Niet. ";"Verbreitung: siehe Karte, Konzentration in der Champagne, sowie HEK-Gebiet; Datierung: LtA";"S. Hornung, Die südöstliche Hunsrück-Eifel-Kultur, Studien zur Späthallstatt- und Frühlaténezeit in der deutschen Mittelgebirgsregion. Bd 153 Teil I (Bonn 2008) 68.";"0"
22496;"E330104";"dreieckige Gürtelplatte mit breiter Endplatte";"E330104";"Definitionsmerkmale: dreieckige Spitze mit Haken und rechteckig verbreitertes, quergestelltes Rückenteil; weitere Charakteristika: gelegentlich mit Tremolierstichdekor,";"Verbreitung: siehe Karte; Datierung: Hallstatt D";"G. Wamser, Zur Hallstattkultur in Ostfrankreich. Die Fundgruppen im Jura und in Burgund. In: Bericht der Römisch – Germanischen Kommission 56/1975, 50.";"0"
22497;"E330103";"langovale zungenförmige Gürtelhaken";"E330103";"Definitionsmerkmale: aus Bronzeblech. weitere Charakteristika: gehören zur Tracht der Moidonsgruppe";"Varianten: schmalere (E33_1_3_1) und breitere (E33_1_3_2) Variante; Verbreitung: siehe Karte; Datierung: Hallstatt C-D (ungenau)";"G. Wamser, Zur Hallstattkultur in Ostfrankreich. Die Fundgruppen im Jura und in Burgund. In: Bericht der Römisch – Germanischen Kommission 56/1975, 40.";"0"
22498;"E33010302";"breiter langovaler Gürtelhaken";"E33010302";"Definitionsmerkmale: etwas breiter als E33_1_3_1; dreieckige Spitze; rechteckig verbreiterten hinteren Teil";"Verbreitung: siehe Karte bei Muttertyp, Datierung: siehe Muttertyp";"G. Wamser, Zur Hallstattkultur in Ostfrankreich. Die Fundgruppen im Jura und in Burgund. In: Bericht der Römisch – Germanischen Kommission 56/1975, 40.";"0"
22499;"E33010301";"schmaler langovaler Gürtelhaken";"E33010301";"Definitionsmerkmale: oval mit spitzem Ende; durch eine umgebogene Lasche zu einem Haken ausgebildet. weitere Charakteristika: kleine Häkchen an der Gegen- und Breitseiten dienen zur Befestigung an einer Unterlage; teilweise durchbohrt und mit Nieten befestigt ";"Verbreitung: siehe Karte bei Muttertyp; Datierung: siehe Muttertyp";"G. Wamser, Zur Hallstattkultur in Ostfrankreich. Die Fundgruppen im Jura und in Burgund. In: Bericht der Römisch – Germanischen Kommission 56/1975, 40.";"0"
22500;"E330102";"eiserner Gürtelhaken mit rechteckigem Beschlag und Kreuzhaken";"E330102";"Definitionsmerkmale: einseitig umgebogener, schlichter Eisenbeschlag. ";"Verbreitung: siehe Karte Datierung: Z3B nach Reinhard, etwa HaD3 (Hornung datiert diesen Typ in die frühe Latenèzeit)";"W. Reinhard, Studien zur Hallstatt- und Frühlatènezeit im südöstlichen Saarland. Veröffentlichung des Europäischen Kulturparks Bliesbruck-Reinheim. Blesa 4 (Bliesbruck-Reinheim 2003) 29. S. Hornung, Die südöstliche Hunsrück-Eifel-Kultur, Studien zur Späthallstatt- und Frühlaténezeit in der deutschen Mittelgebirgsregion. Bd 153 Teil I (Bonn 2008) 63.";"0"
22501;"E330101";"Gürtelhaken";"E330101";"Definitionsmerkmale: eisern, rhombische Platte und ein T-förmiges Lederende, Ende ist zusätzlich zu einer Lasche umgebogen";"Varianten: selten ist ein schmaler. Bandförmiger Haken mit tief eingeschnittenen Knebelenden; Verbreitung: Mittelfranken; Datierung: Hallstattzeit";"M. Hoppe, Die Grabfunde der Hallstattzeit in Mittelfranken In: Bayrisches Landesamt für Denkmalpflege. Abteilung Bodendenkmalpflege (Lassleben 1986) 53.";"0"
22506;"E33020416";"Gürtelblech vom Typ Bäriswil";"E33020416";"Definitionsmerkmale: breit; rechteckig mit angenietetem Haken; Verstärkungsleisten an den Schmalseiten, umlaufendes kombiniertes Rahmenwerk aus drei Streifen";"Verbreitung: je ein Fundort in der Westschweiz und in Rheinland-Pfalz; Datierung: Hallstatt D1";"I. Kilian-Dirlmeier, Die hallstattzeitlichen Gürtelbleche und Blechgürtel Mitteleuropas. In: H. Müller-Karpe (Hrsg.), Prähistorische Bronzefunde (München 1972/1) 74f.";"0"
22507;"E33020415";"Gürtelblech vom Typ Darmsheim";"E33020415";"Definitionsmerkmale: rechteckig; kombiniertes Rahmenwerk, Leisten oder Leistenbündel teilendie Dekorfläche in Horizontalstreifen";"Verbreitung: Hagenauer Forst, Württemberg, Westschweiz; Datierung: Weiterbildung des Typ Singen; Hallstatt D3";"I. Kilian-Dirlmeier, Die hallstattzeitlichen Gürtelbleche und Blechgürtel Mitteleuropas. In: H. Müller-Karpe (Hrsg.), Prähistorische Bronzefunde (München 1972/1) 71f.";"0"
22508;"E33020414";"Gürtelblech vom Typ Kaltbrunn";"E33020414";"Definitionsmerkmale: breit (15-18cm); rechteckig mit zwei angenieteten Haken; Schmalseiten mit aufgelegten Verstärkungsleisten; Streifen mit Feldeinteilung zentral oder randlich gelegen; weitere Charakteristika: anthropomorphe und zoomorphe Motive";"Verbreitung: südliches Baden – Württemberg zwischen Donau und Bodensee; Datierung: Hallstatt D1-D2";"I. Kilian-Dirlmeier, Die hallstattzeitlichen Gürtelbleche und Blechgürtel Mitteleuropas. In: H. Müller-Karpe (Hrsg.), Prähistorische Bronzefunde (München 1972/1) 69-71.";"0"
